credit_score,income,dti,loan_amount,interest_rate,default_probability_true,default,industry_Finance,industry_Healthcare,industry_Manufacturing,industry_Retail,industry_Technology
646.2627482455416,93884.7806456439,0.3237492940155177,23539.029899400597,0.0741852158368159,0.3440475784543841,0,False,False,False,True,False
619.2301327799346,87522.92969060953,0.2218298395662662,43161.39691890557,0.07206455476068167,0.3799126268953735,0,False,False,False,False,False
698.8548399557164,50561.11888003622,0.2419336999134814,32569.74021465733,0.02,0.15472446678259782,0,False,False,False,False,True
625.5185554687273,77483.30763573064,0.2615583230166816,12709.75810804954,0.0990625409062768,0.3258524036433835,0,False,False,True,False,False
595.2617779198825,93784.67808429472,0.35089991356822997,47249.11079601026,0.04282224815439583,0.46147398024642583,0,True,False,False,False,False
767.9389261352933,33264.86797196571,0.36274025856425995,39652.40434630423,0.08179797890798986,0.15701330410303768,0,False,False,True,False,False
666.4534219708079,88584.00480949838,0.2311559995273705,31985.17244162339,0.08832130813874577,0.26858205421812614,1,False,False,False,False,False
684.0516922812755,58434.406026353834,0.29707744892868204,22282.19081380202,0.12081975787515953,0.23280458819097272,0,True,False,False,False,False
594.5151088271926,89264.96671482899,0.5570724430334236,13486.729159318245,0.04073538802642664,0.5633092467544405,0,False,False,False,True,False
647.3370365284891,55918.52108643708,0.5073051804120854,20533.518687147363,0.02,0.3452980295196753,1,False,False,False,False,True
686.655355382592,29877.947483387023,0.35235884036088383,38064.98343645023,0.08551548634261084,0.31035500199844607,0,False,False,False,True,False
610.9403853546619,34311.439052920934,0.304560417380184,47615.0356712153,0.13401533544532562,0.5200376508678368,0,False,False,False,True,False
702.5418811007403,76202.12366653455,0.31440375920619135,43518.92233926627,0.11716839058818312,0.23999352341950284,0,False,False,False,False,True
643.9616786048717,81493.06254303704,0.37362215672765,19133.80693856471,0.08628978245823878,0.31965581679205285,0,False,False,False,False,True
662.4983750124034,52392.084372389785,0.17726489217619132,11564.590800531865,0.06525091443103859,0.194595299729094,1,False,False,True,False,False
643.8976032662362,90964.81146943435,0.2691148155091986,26690.634962934448,0.10421367789911931,0.32373896716828,1,False,False,True,False,False
791.1366910705362,33461.998443276,0.09976991113468921,3778.7276132457805,0.050793614008865944,0.040241842740535126,0,False,False,False,False,True
679.190166515724,73348.00503381708,0.3479067747126335,28878.01257021738,0.09429073308068657,0.2629905908886388,0,True,False,False,False,False
616.537344262646,44724.59500593859,0.3776635127643289,23228.768964415976,0.0951641047749988,0.41254977430119627,0,False,True,False,False,False
729.3526947261913,58704.09730494602,0.24201762452407513,19407.561977581092,0.11180629722496639,0.15329497428090144,0,False,False,True,False,False
606.7493810017387,76184.96678291036,0.4888784115948039,5863.563192798455,0.16278980116733233,0.5129239342324088,1,False,True,False,False,False
692.5318157002853,53489.66586790119,0.15290812043971908,31163.201278836597,0.091772479015363,0.16299665250394862,0,True,False,False,False,False
562.4197925672134,65386.11139425437,0.1242750143748216,18607.58992405706,0.06473109122877505,0.3467759654431044,0,False,False,False,False,True
600.3088370660942,100157.32023036102,0.32693421822719665,10960.997971476543,0.07923277063424017,0.37321602565890916,0,True,False,False,False,False
691.8116741521474,60577.703261921284,0.4256517963134585,3000.0,0.026927722853326456,0.21531098043463182,1,False,False,True,False,False
724.3079947997246,95892.30280162854,0.5020713229749443,24669.821139392367,0.05915860606732826,0.26625098523659047,0,False,False,False,True,False
690.2820968713983,46757.32863355955,0.2449338884557272,46267.01916003693,0.06772152685660689,0.2100454501467456,1,False,False,False,False,True
673.0611030567055,88245.10444788207,0.42944170001175547,44935.11057457444,0.06427734806196223,0.3740634364428099,0,False,False,False,False,False
661.9337782646427,111039.21551644751,0.2953789836599151,19514.844920964737,0.08457064616101166,0.2531220624068703,0,False,True,False,False,False
591.2886805779543,20000.0,0.27928472400710164,17773.455275658634,0.055327402028533985,0.36564211928855384,0,True,False,False,False,False
636.8093474963175,55077.61861323808,0.40603919249840065,30625.291072900287,0.11363092001973414,0.3999076719961411,0,False,False,False,False,True
652.3616737424128,89426.8031795135,0.3782787454096103,13019.374729740503,0.08000621194754592,0.2915831473216974,0,True,False,False,False,False
743.4273335731349,69923.86534892519,0.11083294116189008,28621.502797833593,0.07972099036584121,0.08852227153615234,0,False,False,False,False,True
700.6170973741076,84278.64683428271,0.4771848419671075,34192.96334061628,0.07016315850461247,0.3077222281884169,0,False,False,True,False,False
574.217590678236,59900.37033210449,0.4656109624976942,39723.19868661169,0.08465572051576938,0.6278608326775748,0,False,False,True,False,False
699.4450381636877,77164.7446868225,0.22493247581885648,23798.151082240565,0.10475294794002904,0.19311756346428685,0,False,False,True,False,False
656.895063175021,71108.06911519801,0.3474964240124891,22555.91499787641,0.05398609352867299,0.27038065743301937,0,True,False,False,False,False
639.3846799816424,104194.55154149518,0.35928362235392863,14464.208958921268,0.0602565053277423,0.3384462064847193,0,False,False,False,False,False
716.7005773304521,81360.52108253032,0.33128085189886886,15077.43575152168,0.07088821913670006,0.1786729085385752,0,False,False,True,False,False
741.8599713497571,83440.06655188005,0.23396338153854956,22282.25329718168,0.03962387229580355,0.10047145681546138,0,False,False,False,False,True
735.8768071469719,64703.075846938314,0.21940519584743381,29408.38608179414,0.05542226420835507,0.13011929156293595,0,False,False,True,False,False
629.6469486066417,62809.84439818766,0.29693351148102654,35963.01551479899,0.06571337379366024,0.3899873407510727,1,False,False,False,True,False
661.4472574489271,64186.04530450948,0.44072748231112374,15361.852591835863,0.10623167542138182,0.35655677370152694,0,False,False,True,False,False
699.8758058842138,84861.30355945742,0.36523201855133186,42912.26282751426,0.08787683987005776,0.2548472538502154,0,True,False,False,False,False
738.5327076273416,64475.387979493426,0.2555262801496673,21746.516787489174,0.08580769734102633,0.145340594728736,0,False,False,False,False,False
651.2495457292827,82244.37142241032,0.39260384527780134,24743.592467818766,0.10552693886503917,0.397242244202586,1,False,False,False,True,False
668.860461400171,126885.01996613597,0.05,16033.45985022612,0.0758788463480181,0.1352128181202521,0,True,False,False,False,False
613.6199015596383,96778.11758579231,0.4378518840446524,3000.0,0.09171394549786668,0.39737194068005816,1,True,False,False,False,False
608.2276025551597,66849.41169580397,0.09123434654662804,35608.544756332594,0.07690334741202512,0.27940907672483206,0,True,False,False,False,False
728.7515493436518,105030.34805409862,0.2565070870316241,33842.1267651092,0.08796087048198885,0.14881267889512087,0,False,False,False,False,True
761.3744017142494,64798.115674461216,0.16563961264486274,21624.06931458144,0.06251724027165254,0.07756843774312573,0,True,False,False,False,False
675.67939270518,24046.886620553654,0.14463822291349132,25803.888606698463,0.02,0.14465423480639825,0,False,False,False,False,True
740.2119738735214,49797.842227064895,0.4392992144854223,31191.270612449192,0.07597162513441087,0.19091987434727758,0,True,False,False,False,False
701.698161502858,28230.201974353608,0.24387585584257304,6249.449717361488,0.12268244408299821,0.16427604515671007,0,False,True,False,False,False
641.2928147236926,66212.16289896729,0.34158046580768586,18651.36787184446,0.10778646206724776,0.37775127453860474,0,False,False,False,True,False
701.6837363305049,75460.4594797388,0.2943695305344979,34531.17615546192,0.10896192453773512,0.2211950045471093,1,False,True,False,False,False
772.2821939879582,116910.93280688206,0.35724489926677455,9948.526921969007,0.11708392165418653,0.11314887903182129,1,True,False,False,False,False
677.8504376534029,83173.18434410407,0.3092186269272306,28522.69518599955,0.08265972772884313,0.28449932240314485,1,False,False,False,True,False
773.8786193488404,69522.4867797784,0.14604093309737165,8721.01834451914,0.08591947122216788,0.07736385515632029,0,False,False,False,True,False
522.8152937546154,95735.13952958724,0.4195520183336568,30597.159789202316,0.0614704431369695,0.6923459957018808,0,False,False,False,False,False
729.3141502625134,20000.0,0.24074921002064248,24572.302212430197,0.07051781431918851,0.13193101528370244,0,False,True,False,False,False
685.2228240942903,80890.36395271415,0.11321017216082987,5618.418209133886,0.09847313449313425,0.15218065715686077,1,False,False,False,False,False
662.059558972048,94271.62984717418,0.24862618068409048,38976.87225348606,0.1161165331150645,0.3293973934716825,0,False,False,False,True,False
685.5056465921301,38035.34385550396,0.4800911748761173,16184.901078423412,0.07581661172957002,0.27577242736810975,1,False,False,False,False,True
560.7458651239465,103593.85108017323,0.40202660905361914,15276.970755827431,0.06649432205445766,0.5744084255523568,0,False,False,False,True,False
666.8196867297493,83462.41018736035,0.2581617438710569,27406.830366771315,0.08001583876569791,0.26723890496139324,1,False,False,False,False,False
701.4267542907048,64617.80215247997,0.25808907548178855,38783.64819314458,0.09803620246787345,0.20798740576021324,0,False,True,False,False,False
768.6736426844909,90819.54665265713,0.2614037938539141,12810.138172259236,0.03668435551599375,0.07762427192251173,0,True,False,False,False,False
648.9037869035811,131767.3214451099,0.5492097580273009,25740.15819817566,0.02,0.3825799602555921,1,True,False,False,False,False
631.4903838264088,79546.65637646239,0.3458322542677864,30145.798003966876,0.06348389451525249,0.3524211760000166,0,False,True,False,False,False
649.8945773849279,81205.5146575084,0.35160499766292835,33317.26728715773,0.043378627222575246,0.3022461317303443,1,True,False,False,False,False
734.9241270621244,63515.9775114939,0.42363401448382104,27117.298663326703,0.06475579407058067,0.18172322228403207,0,True,False,False,False,False
699.725066579581,53753.89076338021,0.3286546990831816,20595.66593100013,0.07556659043547585,0.22392161180763562,0,False,False,False,False,False
648.2143877739777,95758.39541360614,0.2689149425015156,15068.917352215363,0.0664025477293096,0.2478784009120948,1,False,True,False,False,False
710.7960459868013,53597.90435227832,0.2764380181098026,26033.7265965565,0.12357402603412236,0.20820059478371122,0,False,False,True,False,False
685.8246529608824,76789.1559304848,0.2914078488703123,12134.331856172717,0.0898023429380696,0.19170388413232828,0,False,False,False,False,True
738.1186994319734,63058.56383087208,0.295533331618819,3000.0,0.08901423078832485,0.114527039504104,0,False,False,False,False,True
637.8768143673589,86974.4956436598,0.3873155452364376,30238.717649892013,0.09866621432130206,0.3794005258652841,0,True,False,False,False,False
660.340271204134,83341.55263217371,0.3062335062968759,35847.218093034346,0.04583500646657693,0.2607947841461404,1,False,False,False,False,True
656.4735108120706,100938.49860644748,0.38791680926586947,3000.0,0.11117335362260806,0.2928829801661231,0,False,True,False,False,False
592.1891031120729,62249.59002863132,0.29031401038697013,12883.23154348075,0.0777270714039362,0.38128621353645686,1,False,True,False,False,False
697.7672166238746,68253.12661766572,0.3094362228379309,32429.851132062373,0.10011441851723638,0.2631927168373486,1,False,False,False,True,False
695.6633163307934,50530.90710544232,0.06021591785614708,49689.94563654038,0.04784428300879534,0.16580413217195691,0,False,False,False,True,False
680.3068073985477,63892.66849809721,0.40995932096429777,25249.524492104894,0.033387237019518075,0.24499014524100365,0,False,False,False,False,True
665.9247719974911,84432.5123261213,0.3415786171077591,16263.96470525039,0.10453668974075085,0.2933743780599814,0,False,False,True,False,False
595.0777554769752,93924.7154161338,0.41976121318315823,22805.24270674192,0.0912922857829255,0.5375677559089247,1,False,False,False,True,False
654.7612806340785,51945.86689555937,0.05,41498.51702977822,0.05293845336927469,0.2143649768341052,1,False,False,False,True,False
659.4371290083939,96740.14800264151,0.5506049645736872,17248.429850505578,0.05391010756175917,0.3696673246609943,0,False,True,False,False,False
631.8633638467029,108890.94647012377,0.2832492446213791,15409.695920196957,0.11376304353244308,0.3395894190455653,0,False,False,True,False,False
670.3228573000395,85335.87258059252,0.432981938008502,19207.07773381561,0.04431764321398017,0.2737358858502462,0,True,False,False,False,False
704.2430514088722,121919.89531395165,0.1752112887449363,13560.056700895451,0.1292801885976789,0.14418449094611555,0,False,False,False,False,True
793.1711540726318,55655.270022410674,0.37353286860750834,26472.043791937547,0.052981377960563944,0.11668387465426099,0,False,False,False,True,False
690.4746687699103,43883.632417214576,0.17359013241916127,44496.141501634724,0.0991517577682515,0.21783042558135332,0,False,False,True,False,False
695.4530234433659,30531.993777393036,0.22514772471650338,28876.95127739235,0.07014144572753046,0.19116359892213405,0,False,False,True,False,False
675.53324505403,112401.10778722957,0.5296837624640143,21971.75797448455,0.09809562293247029,0.3504370651398371,0,False,False,False,False,True
564.8737270820575,91359.14140885144,0.2771181119083984,21498.26477301347,0.06367657993657422,0.4750383677499119,0,False,False,True,False,False
678.409167473047,73610.38322723862,0.3260919447815667,6241.710295640115,0.07511621281783118,0.22598964518332082,0,False,False,True,False,False
683.6138125964616,81999.2156579955,0.40440812768265044,35597.31732576591,0.08122757526187163,0.3152987720122878,0,False,False,True,False,False
827.7945267491172,46862.77381754059,0.3594818265567125,24065.953635846374,0.04993437632655582,0.08026307243216985,0,False,False,False,True,False
668.4583421131326,136143.79949042067,0.3180502686172291,22834.241036912492,0.10222473036260377,0.2583731908383967,0,False,False,False,False,True
698.0928405400167,78230.52954938069,0.343795320295947,63317.29081413833,0.06460359300585244,0.3005970418964176,0,False,False,True,False,False
677.9172938176854,77734.86986512232,0.588409870228593,28585.034900388237,0.07314200253979944,0.41268616504075667,0,False,False,True,False,False
609.8793177428281,93144.1655974673,0.29308574435596974,15978.507398857788,0.050169518761744636,0.37618209482109294,0,False,False,False,True,False
748.5693688709013,87025.23079341782,0.3241318856057961,19883.70884553348,0.02,0.10750084237433788,1,False,False,False,False,True
725.1159819612064,80597.10060697829,0.4260785275209134,38781.34851036106,0.07426916712199493,0.22699763409212634,1,False,True,False,False,False
727.4619168225828,55238.1386138672,0.43266311195495805,26359.244926453175,0.15237846264838747,0.2845030115338919,0,False,False,False,True,False
625.4367527123156,86786.7089283999,0.4424436366672456,7740.664260191599,0.10353812863694072,0.38692950584628516,1,False,False,False,False,True
764.1676586561659,122050.61241187585,0.37664762664350215,36030.74721490244,0.07942218860796817,0.16090855353386238,0,False,False,True,False,False
595.8889362324632,108635.50115387444,0.16283941047234196,16982.27097353207,0.07211327512375197,0.29616477512320805,0,False,False,False,False,True
715.2114256280162,114829.66566598492,0.4960117838761315,47479.57331461055,0.08067397678436139,0.290024073176244,0,False,False,False,False,True
811.4273375485988,62219.60808922037,0.16243855283775743,37960.57678857578,0.0964135734552563,0.061842297508674045,0,True,False,False,False,False
620.5678204921587,50259.87949353548,0.33631625582868396,19632.137252094988,0.04457561554073466,0.3241336658720095,1,False,False,False,False,True
646.0221362238337,71855.32699750879,0.20948689799767703,40372.19634082135,0.11342965084006616,0.30100994695230254,0,False,True,False,False,False
685.9790819052585,76393.12280721737,0.2923033984088409,25814.26612632884,0.10146143946323732,0.21985606656015014,0,False,False,False,False,True
649.791460753028,102354.78796177372,0.33945148923641766,35233.284101466634,0.10154557177123803,0.3447231181186311,0,False,True,False,False,False
586.960194136032,32688.384257129517,0.3385628658540328,30816.793807533697,0.09315427216429183,0.503608931786611,0,False,False,True,False,False
684.1137784883616,113238.75798651534,0.35063049050823414,14843.720140109517,0.0805884997308197,0.22717028232882225,1,False,True,False,False,False
616.2617771764337,71049.80253552526,0.49364535228703765,17277.402012190458,0.1001858370790046,0.49870678796174134,0,False,False,True,False,False
708.4155458381109,64327.9732513145,0.3544241161816776,37359.52981097394,0.09775442401224134,0.2532720733517282,0,False,False,True,False,False
624.8345459459719,49697.39061849581,0.27070120376512213,20982.69601472151,0.0693787786717693,0.3092497433736149,0,False,True,False,False,False
772.9960643010523,33628.58320335575,0.4156904601946029,20156.21844109604,0.06279194681309297,0.14794676833877288,0,False,False,False,True,False
633.0048024598258,95579.26459904786,0.44273645867095685,13538.529047807764,0.0830556888578596,0.41613634700920743,1,False,False,False,False,False
660.6763090276595,76832.94917971009,0.1526870621835609,30083.188787121533,0.12647060454485562,0.2236012806205036,0,False,False,False,False,True
728.8110330421802,42750.97750647365,0.37168800838198296,49750.29903091774,0.042826787730382974,0.19577595793712183,0,True,False,False,False,False
606.1481410139627,42623.030698409595,0.3841407290773078,12189.605028948725,0.0359742420274268,0.4082243214116935,0,False,False,False,False,False
693.6475960762477,66605.3825177468,0.26429237959680096,25290.6334800731,0.08494282523709551,0.1872452419866804,0,False,False,False,False,True
758.4285652569457,116725.53813223483,0.46508481759739434,41946.64666498515,0.08152663105568055,0.18884581744443021,0,False,False,False,False,True
583.5510059263263,68510.21621590988,0.28199332955609674,24044.303305051417,0.08520024993111225,0.45400962415671486,1,False,False,True,False,False
691.0780315119382,37421.426172047344,0.3150691744165851,30428.46155499681,0.08731859593725501,0.22151369635622212,0,False,False,False,False,True
695.5929676549055,68856.4233978514,0.27923138108593565,12251.277662237444,0.07330393236095585,0.16862177451171856,0,True,False,False,False,False
726.9093723066386,68181.91075630825,0.3018694857097761,30139.68516649178,0.12469590315806246,0.1766900826549738,0,False,False,False,False,True
605.7829573473151,20000.0,0.16844698957257578,22754.268819945413,0.031972880645704534,0.27622780899166244,1,False,True,False,False,False
600.7726032149434,73642.62833705469,0.12719389408868467,36828.75994815835,0.05514508925659262,0.3416345824166099,1,False,False,False,False,False
711.3164939370139,69226.63674478306,0.49134060758699666,39248.63261877701,0.07690235719552858,0.28666844493398264,1,False,True,False,False,False
697.8190803939912,92405.15912033546,0.19836463820180064,56074.76370422336,0.030704335665374994,0.1810249778632704,0,True,False,False,False,False
695.0295710207527,121223.90237363362,0.18103291806524313,31955.598078562907,0.07472436786703787,0.1605711827424149,0,False,False,False,False,True
700.7868925698185,103164.12573869394,0.05,28909.555798986,0.12984410497184054,0.13190249650209834,0,True,False,False,False,False
639.1985167052906,68277.78273612924,0.2233245902772597,27332.611618928033,0.08062659464887885,0.2955732227642305,0,False,False,True,False,False
693.9352218296602,47336.85228145825,0.14122922479110017,20762.00448627174,0.0869210271715605,0.14580417332594253,0,False,True,False,False,False
697.5843483979208,139333.9950812465,0.49704181921636426,29061.806121540292,0.0421950570448226,0.27567137534592323,1,False,True,False,False,False
637.138914918418,76480.4608503622,0.4211780507211161,21455.183078331647,0.06150915775881568,0.4086945369321579,1,False,False,False,True,False
791.9464706686854,75348.23229782365,0.21742195857867314,27021.53171523537,0.06874410859028189,0.06917304236224342,0,False,False,False,False,True
708.4299752547073,74396.87282224992,0.570292296641317,40811.17042729552,0.07046854709731298,0.356852475874712,1,False,False,True,False,False
608.5217901678411,79952.11901919638,0.4178118584389913,12921.489216644306,0.11844931385011306,0.44865032666696125,1,False,True,False,False,False
719.3932165180298,71390.98970190143,0.2610202339789653,38678.542733548544,0.09673073182175373,0.18028704374457072,0,False,True,False,False,False
621.5190997863607,60658.449827994096,0.05,40805.380808078386,0.046656261291889045,0.25121017338396795,0,False,False,True,False,False
727.2250762245471,61328.526468990196,0.574913108710889,23583.177676107054,0.08739514335296014,0.26562177631386086,0,True,False,False,False,False
749.5157347404443,74181.16824460003,0.13325130398836849,3000.0,0.09494665245490355,0.0739739658739285,0,True,False,False,False,False
630.7590608988974,61414.38072165588,0.10255215036517298,17706.13615486681,0.11420447115563799,0.2259127976520252,0,False,False,False,False,True
737.8025677546593,57178.855433070894,0.4227084518411568,40563.93455873331,0.1274162205970512,0.2722242993928608,0,False,False,False,True,False
704.7668556161899,77660.75569229742,0.5927702887607127,24725.583252413413,0.049547174245163944,0.30579646139573413,0,False,True,False,False,False
729.3236095996695,68625.56956447862,0.46611273822126215,13008.37321246107,0.055674274663689856,0.21740596179745883,1,False,False,False,True,False
793.8075789592368,112599.8247145672,0.36766909440628315,18942.70094526139,0.04227266423256151,0.08450470191477114,0,True,False,False,False,False
665.2767130398278,20000.0,0.3713705209998343,35087.440318054636,0.07297940422679057,0.30268845574786934,1,True,False,False,False,False
634.7758301385506,102287.67129806154,0.4024098670536369,31560.802818416552,0.09399075123339003,0.4392630777102418,0,False,False,False,False,False
626.6291342224686,106152.12981244073,0.3910714307744118,22132.814809963667,0.10962003549767306,0.3921164407800095,0,False,False,False,False,True
631.0513829020737,23165.244189796264,0.3337429708763251,20598.107058223744,0.07772146929072432,0.36888319121816326,1,False,False,False,False,False
675.3738974351537,66432.81014799129,0.3125041324742251,20298.90221147414,0.07040457430235468,0.25763907063926667,0,False,False,False,False,False
700.4691184889986,65713.97835010522,0.2924888246520573,13931.07778601797,0.0845527397674622,0.2009286893186194,0,False,False,False,False,False
696.6014479598011,39812.20763205447,0.20952424933599884,44384.5082736333,0.05494571295109931,0.17747901277369912,0,False,False,False,False,True
729.6309949421615,55554.582810228116,0.2663189907759871,21132.154369463922,0.1426861616508432,0.1556269707907128,0,False,False,False,False,True
680.7801135126745,47235.60386335428,0.09684518229655374,39605.90224990596,0.031770169186458246,0.16461013649762793,0,False,False,True,False,False
767.212044629439,118806.76108559057,0.28819924478463,43255.792623069414,0.08554221736687173,0.1528477948859258,0,False,False,False,True,False
664.1205900057226,98391.95982868652,0.18136906714188988,36979.73077777553,0.1407081865768892,0.3003017507363938,0,False,False,False,True,False
843.2101499953772,106788.87737485397,0.16756928193410744,19820.556247383418,0.08020399533679994,0.04211350782420476,0,False,False,True,False,False
717.5400408659003,93041.80160108088,0.3215872981384174,29844.761084039314,0.07429882894995517,0.19780213712900063,0,False,False,True,False,False
628.5705466150231,46773.705719569276,0.4670402743613519,24709.652723309006,0.06927663731568719,0.41503762720585635,1,True,False,False,False,False
615.7464501163332,61886.993343005655,0.41019799272027757,14155.577671238461,0.07458824954712777,0.4337299463505614,1,False,False,False,False,False
708.9483449145911,87234.36403069795,0.1115399275652187,28892.311380659237,0.1211854542402959,0.15340328381050225,0,False,False,True,False,False
666.5922328804489,44446.80477770136,0.1812446236115595,10851.52250608237,0.02,0.15521176912752707,0,False,True,False,False,False
722.8400296455255,92824.96075430971,0.4128925425585859,39252.15266153876,0.12600301103888978,0.2940824282946161,0,False,False,False,True,False
708.3942574744127,68991.86504604663,0.18210151277540285,19424.592432419282,0.03728128542649565,0.1332412814874447,0,False,False,True,False,False
675.6302652405876,65629.47981126007,0.27304402200035705,27413.915870474073,0.07200043012296756,0.2255603214600883,0,False,True,False,False,False
629.1923769158957,92773.9992050873,0.3660062518829462,28399.454458553704,0.06712266739104014,0.36782811131769527,0,False,True,False,False,False
589.1091665188482,86106.582787151,0.18379866541636375,21893.14031555107,0.09765659809312159,0.36130748093264375,1,False,True,False,False,False
653.2091028759787,65975.845854523,0.3126450607375152,32040.325617703296,0.03205626944348758,0.2662160753308704,0,True,False,False,False,False
731.3839276594083,103983.2450841062,0.13991694060981547,19301.156120529708,0.09386517998245829,0.10252856738880198,0,True,False,False,False,False
692.8456246478122,47973.41681000256,0.22783588272585434,35455.56756948693,0.14072928869860557,0.2258100674653885,0,False,True,False,False,False
605.2556732772807,90398.39017360659,0.3383738320971044,8848.243837039017,0.03910477986221569,0.3360771124456544,0,True,False,False,False,False
690.3908555510709,89827.5314492096,0.10884075197619968,26516.55495455694,0.08569118502831187,0.1666486593191821,0,False,False,False,False,False
703.1190427837302,67261.33901715024,0.35285696855524784,48267.14798869942,0.06014053466610173,0.2430638159971485,0,False,True,False,False,False
626.968553827932,83153.32555605295,0.2976434641287982,12996.024104733104,0.09277661618579107,0.3503987802847261,1,False,False,False,False,False
689.2235063567317,43722.16059036742,0.36629879453005776,16867.06035370178,0.08057443332247256,0.25614657367647753,0,False,False,False,False,False
683.49252310676,98100.67548017252,0.32686969608775934,31166.89419590698,0.06075539272867071,0.23616594043016131,0,False,True,False,False,False
611.4217821301626,70377.44658892528,0.4636968515968613,27154.981383275175,0.09463616854613222,0.5375498238070388,1,False,False,False,True,False
701.467241620897,61931.924487024015,0.31502694031774886,29207.56119128271,0.1341304432936023,0.2345781861797796,1,False,True,False,False,False
713.6470715820941,101225.23064592223,0.24847133506496963,30870.24556177196,0.07427288624818104,0.16331439064506917,0,False,True,False,False,False
744.9830745905166,57391.40773643102,0.31467570036387404,32616.65762274124,0.10159273826444545,0.15287901020313432,1,True,False,False,False,False
743.2281231220942,39788.46759091101,0.36519576348436655,38316.398103474676,0.041201811263865094,0.1594236842513088,0,False,True,False,False,False
597.3398379225746,36084.27066190241,0.3058632084390845,29917.82388314215,0.051306908695459744,0.4487700605226466,1,False,False,False,True,False
623.7304976050926,90150.24878364099,0.3048710029444659,22104.90814457749,0.09417218833641132,0.3426376706124077,1,True,False,False,False,False
710.9021160325196,42989.266187592926,0.21576099746318933,33070.884414432774,0.12452348085607895,0.17288181531529265,0,False,False,False,False,True
710.8271570547325,118869.85454960911,0.2204518898938862,47798.58321874258,0.0906684004635698,0.18136142654138457,0,False,False,False,False,True
710.9028611783629,22951.76480290695,0.13168736738403677,23408.395043409117,0.07060825908430537,0.13777415325477574,0,False,False,False,False,False
850.0,117411.40920725095,0.5099492091824327,13305.648343952302,0.07997874216270062,0.08689627896860891,0,False,False,False,False,False
714.2534306415901,80275.43668006545,0.15073641175304578,38284.96803144367,0.042487767980908475,0.15376387356015245,0,False,False,False,True,False
748.133938410836,72582.17220324019,0.2168513762644911,23555.42603255682,0.098135459790661,0.1235482048000474,0,False,False,True,False,False
737.2401058095921,61377.02282977626,0.2137911281316963,3000.0,0.10646999186970227,0.10078675485852782,0,False,False,False,False,True
719.0834750783479,84978.40285880177,0.4073909252333329,35169.06012580506,0.06643729001500759,0.24576003770104057,0,False,False,False,False,False
661.0838453215792,74059.1324393788,0.2646060386049567,18576.06176855293,0.06589873556721496,0.2199656546431661,1,False,False,False,False,True
725.538153229596,102582.54705041305,0.44972904872084807,23913.60061235007,0.08797634688956145,0.25388584703111744,0,False,False,False,True,False
633.6304871277457,77855.69121655099,0.21918112509073576,28983.763966828177,0.06689840791878214,0.3212966728540408,0,False,False,False,True,False
665.7908835955994,78757.54403654694,0.3334792994668562,27285.9961573488,0.07801602156122533,0.29581589276208814,0,False,False,True,False,False
650.8781871302538,65909.6946946536,0.19975835360882913,33513.42180566848,0.14299165367499547,0.3110367608904631,1,False,False,True,False,False
684.9124483631794,73576.35940697331,0.5574178953328066,19774.16355316188,0.0725892289776201,0.32737747553229435,0,True,False,False,False,False
818.8795140004105,82695.04422230148,0.15748818971645845,31157.26957811299,0.06924979543936333,0.06147074923641236,0,False,False,False,True,False
567.9640884444951,32245.790183584366,0.3371784852272433,21885.439868992995,0.06057374583094522,0.5159648124998364,1,False,False,False,False,False
